id,token_id,exchange_id,quote_type,input_token_symbol,input_amount,output_token_symbol,output_amount,output_amount_formatted,slippage_limit_percent,price_per_token,user_address,chain_id,quoted_at,expires_at,is_valid
8966,6,1,BUY,USDC,1000000000,uPEPE,4710865396075478955065344,4710865.39607548,0.50,0.00021228,0xaf603d15a42A7f9598f32B2452836d48F143bF67,8453,2025-06-08 04:13:37.304337+00:00,,True
9008,6,1,BUY,USDC,1000000000,uPEPE,4710865396075361380335616,4710865.39607536,0.50,0.00021228,0xaf603d15a42A7f9598f32B2452836d48F143bF67,8453,2025-06-08 04:13:58.429488+00:00,,True
9052,6,1,BUY,USDC,1000000000,uPEPE,4710865396074717672112128,4710865.39607472,0.50,0.00021228,0xaf603d15a42A7f9598f32B2452836d48F143bF67,8453,2025-06-08 04:14:18.985172+00:00,,True
9098,6,1,BUY,USDC,1000000000,uPEPE,4710865396075709809557504,4710865.39607571,0.50,0.00021228,0xaf603d15a42A7f9598f32B2452836d48F143bF67,8453,2025-06-08 04:14:36.731199+00:00,,True
9144,6,1,BUY,USDC,1000000000,uPEPE,4710865396075756517326848,4710865.39607576,0.50,0.00021228,0xaf603d15a42A7f9598f32B2452836d48F143bF67,8453,2025-06-08 04:14:58.294374+00:00,,True
9184,6,1,BUY,USDC,1000000000,uPEPE,4710865396075840806060032,4710865.39607584,0.50,0.00021228,0xaf603d15a42A7f9598f32B2452836d48F143bF67,8453,2025-06-08 04:15:14.911839+00:00,,True
9234,6,1,BUY,USDC,1000000000,uPEPE,4710865396073575210811392,4710865.39607358,0.50,0.00021228,0xaf603d15a42A7f9598f32B2452836d48F143bF67,8453,2025-06-08 04:15:39.091712+00:00,,True
9276,6,1,BUY,USDC,1000000000,uPEPE,4710865396075096702976000,4710865.39607510,0.50,0.00021228,0xaf603d15a42A7f9598f32B2452836d48F143bF67,8453,2025-06-08 04:15:59.186483+00:00,,True
9320,6,1,BUY,USDC,1000000000,uPEPE,4710865396075387687010304,4710865.39607539,0.50,0.00021228,0xaf603d15a42A7f9598f32B2452836d48F143bF67,8453,2025-06-08 04:16:17.100216+00:00,,True
9366,6,1,BUY,USDC,1000000000,uPEPE,4710865396075419362394112,4710865.39607542,0.50,0.00021228,0xaf603d15a42A7f9598f32B2452836d48F143bF67,8453,2025-06-08 04:16:36.486395+00:00,,True
9406,6,1,BUY,USDC,1000000000,uPEPE,4710865396075409698717696,4710865.39607541,0.50,0.00021228,0xaf603d15a42A7f9598f32B2452836d48F143bF67,8453,2025-06-08 04:16:54.894338+00:00,,True
9452,6,1,BUY,USDC,1000000000,uPEPE,4710865396073451193630720,4710865.39607345,0.50,0.00021228,0xaf603d15a42A7f9598f32B2452836d48F143bF67,8453,2025-06-08 04:17:18.728651+00:00,,True
9496,6,1,BUY,USDC,1000000000,uPEPE,4710865396073261141327872,4710865.39607326,0.50,0.00021228,0xaf603d15a42A7f9598f32B2452836d48F143bF67,8453,2025-06-08 04:17:39.213475+00:00,,True
9542,6,1,BUY,USDC,1000000000,uPEPE,4710865396073639635320832,4710865.39607364,0.50,0.00021228,0xaf603d15a42A7f9598f32B2452836d48F143bF67,8453,2025-06-08 04:17:58.494639+00:00,,True
9588,6,1,BUY,USDC,1000000000,uPEPE,4710865396073448509276160,4710865.39607345,0.50,0.00021228,0xaf603d15a42A7f9598f32B2452836d48F143bF67,8453,2025-06-08 04:18:18.445944+00:00,,True
9632,6,1,BUY,USDC,1000000000,uPEPE,4710865395994838259728384,4710865.39599484,0.50,0.00021228,0xaf603d15a42A7f9598f32B2452836d48F143bF67,8453,2025-06-08 04:18:39.347969+00:00,,True
9678,6,1,BUY,USDC,1000000000,uPEPE,4710865395994838259728384,4710865.39599484,0.50,0.00021228,0xaf603d15a42A7f9598f32B2452836d48F143bF67,8453,2025-06-08 04:19:00.535433+00:00,,True
9720,6,1,BUY,USDC,1000000000,uPEPE,4710865396072773125668864,4710865.39607277,0.50,0.00021228,0xaf603d15a42A7f9598f32B2452836d48F143bF67,8453,2025-06-08 04:19:19.334881+00:00,,True
9762,6,1,BUY,USDC,1000000000,uPEPE,4710865395999810758115328,4710865.39599981,0.50,0.00021228,0xaf603d15a42A7f9598f32B2452836d48F143bF67,8453,2025-06-08 04:19:39.242087+00:00,,True
9804,6,1,BUY,USDC,1000000000,uPEPE,4710865396004591056715776,4710865.39600459,0.50,0.00021228,0xaf603d15a42A7f9598f32B2452836d48F143bF67,8453,2025-06-08 04:19:58.625096+00:00,,True
9848,6,1,BUY,USDC,1000000000,uPEPE,4710865396074775654170624,4710865.39607478,0.50,0.00021228,0xaf603d15a42A7f9598f32B2452836d48F143bF67,8453,2025-06-08 04:20:19.797186+00:00,,True
9892,6,1,BUY,USDC,1000000000,uPEPE,4710865395997185996226560,4710865.39599719,0.50,0.00021228,0xaf603d15a42A7f9598f32B2452836d48F143bF67,8453,2025-06-08 04:20:39.816470+00:00,,True
9934,6,1,BUY,USDC,1000000000,uPEPE,4710865396072712459255808,4710865.39607271,0.50,0.00021228,0xaf603d15a42A7f9598f32B2452836d48F143bF67,8453,2025-06-08 04:21:00.212959+00:00,,True
9978,6,1,BUY,USDC,1000000000,uPEPE,4710865396072627096780800,4710865.39607263,0.50,0.00021228,0xaf603d15a42A7f9598f32B2452836d48F143bF67,8453,2025-06-08 04:21:20.919415+00:00,,True
10108,6,1,BUY,USDC,1000000000,uPEPE,4710865396001230781677568,4710865.39600123,0.50,0.00021228,0xaf603d15a42A7f9598f32B2452836d48F143bF67,8453,2025-06-08 04:22:20.503705+00:00,,True
10154,6,1,BUY,USDC,1000000000,uPEPE,4710865395995920591486976,4710865.39599592,0.50,0.00021228,0xaf603d15a42A7f9598f32B2452836d48F143bF67,8453,2025-06-08 04:22:39.085747+00:00,,True
10200,6,1,BUY,USDC,1000000000,uPEPE,4710865396073376568573952,4710865.39607338,0.50,0.00021228,0xaf603d15a42A7f9598f32B2452836d48F143bF67,8453,2025-06-08 04:23:00.287117+00:00,,True
10240,6,1,BUY,USDC,1000000000,uPEPE,4710865395994718000644096,4710865.39599472,0.50,0.00021228,0xaf603d15a42A7f9598f32B2452836d48F143bF67,8453,2025-06-08 04:23:19.148476+00:00,,True
10284,6,1,BUY,USDC,1000000000,uPEPE,4710865396073088268894208,4710865.39607309,0.50,0.00021228,0xaf603d15a42A7f9598f32B2452836d48F143bF67,8453,2025-06-08 04:23:40.239820+00:00,,True
10324,6,1,BUY,USDC,1000000000,uPEPE,4710865396001603370090496,4710865.39600160,0.50,0.00021228,0xaf603d15a42A7f9598f32B2452836d48F143bF67,8453,2025-06-08 04:23:59.922588+00:00,,True
10370,6,1,BUY,USDC,1000000000,uPEPE,4710865396073081289572352,4710865.39607308,0.50,0.00021228,0xaf603d15a42A7f9598f32B2452836d48F143bF67,8453,2025-06-08 04:24:21.174099+00:00,,True
10414,6,1,BUY,USDC,1000000000,uPEPE,4710865396001651688472576,4710865.39600165,0.50,0.00021228,0xaf603d15a42A7f9598f32B2452836d48F143bF67,8453,2025-06-08 04:24:37.609947+00:00,,True
10460,6,1,BUY,USDC,1000000000,uPEPE,4710865395994431311577088,4710865.39599443,0.50,0.00021228,0xaf603d15a42A7f9598f32B2452836d48F143bF67,8453,2025-06-08 04:25:01.327029+00:00,,True
10500,6,1,BUY,USDC,1000000000,uPEPE,4710865396072119216898048,4710865.39607212,0.50,0.00021228,0xaf603d15a42A7f9598f32B2452836d48F143bF67,8453,2025-06-08 04:25:19.720966+00:00,,True
10540,6,1,BUY,USDC,1000000000,uPEPE,4710865395999670097936384,4710865.39599967,0.50,0.00021228,0xaf603d15a42A7f9598f32B2452836d48F143bF67,8453,2025-06-08 04:25:40.196852+00:00,,True
10582,6,1,BUY,USDC,1000000000,uPEPE,4710865396073647688384512,4710865.39607365,0.50,0.00021228,0xaf603d15a42A7f9598f32B2452836d48F143bF67,8453,2025-06-08 04:25:58.986866+00:00,,True
10628,6,1,BUY,USDC,1000000000,uPEPE,4710865396072078414708736,4710865.39607208,0.50,0.00021228,0xaf603d15a42A7f9598f32B2452836d48F143bF67,8453,2025-06-08 04:26:22.313476+00:00,,True
10670,6,1,BUY,USDC,1000000000,uPEPE,4710865396064782339014656,4710865.39606478,0.50,0.00021228,0xaf603d15a42A7f9598f32B2452836d48F143bF67,8453,2025-06-08 04:26:41.628501+00:00,,True
10712,6,1,BUY,USDC,1000000000,uPEPE,4710865396070301371990016,4710865.39607030,0.50,0.00021228,0xaf603d15a42A7f9598f32B2452836d48F143bF67,8453,2025-06-08 04:27:00.918354+00:00,,True
10754,6,1,BUY,USDC,1000000000,uPEPE,4710865396001405264723968,4710865.39600141,0.50,0.00021228,0xaf603d15a42A7f9598f32B2452836d48F143bF67,8453,2025-06-08 04:27:20.579067+00:00,,True
10800,6,1,BUY,USDC,1000000000,uPEPE,4710865396071512015896576,4710865.39607151,0.50,0.00021228,0xaf603d15a42A7f9598f32B2452836d48F143bF67,8453,2025-06-08 04:27:42.167560+00:00,,True
10836,6,1,BUY,USDC,1000000000,uPEPE,4710865396071424505937920,4710865.39607142,0.50,0.00021228,0xaf603d15a42A7f9598f32B2452836d48F143bF67,8453,2025-06-08 04:27:55.860435+00:00,,True
10888,6,1,BUY,USDC,1000000000,uPEPE,4710865396071393904295936,4710865.39607139,0.50,0.00021228,0xaf603d15a42A7f9598f32B2452836d48F143bF67,8453,2025-06-08 04:28:21.395206+00:00,,True
10926,6,1,BUY,USDC,1000000000,uPEPE,4710865396071639791173632,4710865.39607164,0.50,0.00021228,0xaf603d15a42A7f9598f32B2452836d48F143bF67,8453,2025-06-08 04:28:36.926743+00:00,,True
10976,6,1,BUY,USDC,1000000000,uPEPE,4710865396073552662233088,4710865.39607355,0.50,0.00021228,0xaf603d15a42A7f9598f32B2452836d48F143bF67,8453,2025-06-08 04:29:02.156707+00:00,,True
11020,6,1,BUY,USDC,1000000000,uPEPE,4710865396073658962673664,4710865.39607366,0.50,0.00021228,0xaf603d15a42A7f9598f32B2452836d48F143bF67,8453,2025-06-08 04:29:21.645653+00:00,,True
11064,6,1,BUY,USDC,1000000000,uPEPE,4710865396073685269348352,4710865.39607369,0.50,0.00021228,0xaf603d15a42A7f9598f32B2452836d48F143bF67,8453,2025-06-08 04:29:41.788438+00:00,,True
11108,6,1,BUY,USDC,1000000000,uPEPE,4710865396065617710153728,4710865.39606562,0.50,0.00021228,0xaf603d15a42A7f9598f32B2452836d48F143bF67,8453,2025-06-08 04:30:01.553483+00:00,,True
11152,6,1,BUY,USDC,1000000000,uPEPE,4710865395999582587977728,4710865.39599958,0.50,0.00021228,0xaf603d15a42A7f9598f32B2452836d48F143bF67,8453,2025-06-08 04:30:22.497354+00:00,,True
11239,6,1,BUY,USDC,1000000000,uPEPE,4710865396072723733544960,4710865.39607272,0.50,0.00021228,0xaf603d15a42A7f9598f32B2452836d48F143bF67,8453,2025-06-08 04:30:58.647077+00:00,,True
11285,6,1,BUY,USDC,1000000000,uPEPE,4710865395999162218053632,4710865.39599916,0.50,0.00021228,0xaf603d15a42A7f9598f32B2452836d48F143bF67,8453,2025-06-08 04:31:18.812251+00:00,,True
