id,token_id,exchange_id,quote_type,input_token_symbol,input_amount,output_token_symbol,output_amount,output_amount_formatted,slippage_limit_percent,price_per_token,user_address,chain_id,quoted_at,expires_at,is_valid
1208944,9,1,BUY,USDC,1000000000,uSHIB,82620156510073413844336640,82620156.51007341,0.50,0.00001210,0xaf603d15a42A7f9598f32B2452836d48F143bF67,8453,2025-06-15 06:36:23.961139+00:00,,True
1208945,9,2,BUY,USDC,1000000000,uSHIB,82667875881037490000000000,82667875.88103749,0.20,0.00001210,0xaf603d15a42A7f9598f32B2452836d48F143bF67,8453,2025-06-15 06:36:24.006221+00:00,,True
1208977,9,1,BUY,USDC,1000000000,uSHIB,82595696212257141635940352,82595696.21225715,0.50,0.00001211,0xaf603d15a42A7f9598f32B2452836d48F143bF67,8453,2025-06-15 06:36:41.538149+00:00,,True
1208994,9,2,BUY,USDC,1000000000,uSHIB,82667875881037490000000000,82667875.88103749,0.20,0.00001210,0xaf603d15a42A7f9598f32B2452836d48F143bF67,8453,2025-06-15 06:36:45.244063+00:00,,True
1209036,9,2,BUY,USDC,1000000000,uSHIB,82667875881037490000000000,82667875.88103749,0.20,0.00001210,0xaf603d15a42A7f9598f32B2452836d48F143bF67,8453,2025-06-15 06:37:06.124072+00:00,,True
1209072,9,1,BUY,USDC,1000000000,uSHIB,82555337935751179537481728,82555337.93575118,0.50,0.00001211,0xaf603d15a42A7f9598f32B2452836d48F143bF67,8453,2025-06-15 06:37:23.311188+00:00,,True
1209077,9,2,BUY,USDC,1000000000,uSHIB,82667875881037490000000000,82667875.88103749,0.20,0.00001210,0xaf603d15a42A7f9598f32B2452836d48F143bF67,8453,2025-06-15 06:37:24.239180+00:00,,True
1209122,9,2,BUY,USDC,1000000000,uSHIB,82667875881037490000000000,82667875.88103749,0.20,0.00001210,0xaf603d15a42A7f9598f32B2452836d48F143bF67,8453,2025-06-15 06:37:44.811495+00:00,,True
1209155,9,1,BUY,USDC,1000000000,uSHIB,82559407627780758960078848,82559407.62778077,0.50,0.00001211,0xaf603d15a42A7f9598f32B2452836d48F143bF67,8453,2025-06-15 06:38:02.664544+00:00,,True
1209162,9,2,BUY,USDC,1000000000,uSHIB,82667875881037490000000000,82667875.88103749,0.20,0.00001210,0xaf603d15a42A7f9598f32B2452836d48F143bF67,8453,2025-06-15 06:38:03.863477+00:00,,True
1209198,9,1,BUY,USDC,1000000000,uSHIB,82559407621879525434982400,82559407.62187952,0.50,0.00001211,0xaf603d15a42A7f9598f32B2452836d48F143bF67,8453,2025-06-15 06:38:23.542440+00:00,,True
1209208,9,2,BUY,USDC,1000000000,uSHIB,82609653948300100000000000,82609653.94830009,0.20,0.00001211,0xaf603d15a42A7f9598f32B2452836d48F143bF67,8453,2025-06-15 06:38:24.974500+00:00,,True
1209245,9,1,BUY,USDC,1000000000,uSHIB,82570166992646597423136768,82570166.99264660,0.50,0.00001211,0xaf603d15a42A7f9598f32B2452836d48F143bF67,8453,2025-06-15 06:38:43.538488+00:00,,True
1209248,9,2,BUY,USDC,1000000000,uSHIB,82599385511624860000000000,82599385.51162486,0.20,0.00001211,0xaf603d15a42A7f9598f32B2452836d48F143bF67,8453,2025-06-15 06:38:44.115311+00:00,,True
1209286,9,1,BUY,USDC,1000000000,uSHIB,82546306257773077402222592,82546306.25777307,0.50,0.00001211,0xaf603d15a42A7f9598f32B2452836d48F143bF67,8453,2025-06-15 06:39:03.119026+00:00,,True
1209296,9,2,BUY,USDC,1000000000,uSHIB,82599385511624860000000000,82599385.51162486,0.20,0.00001211,0xaf603d15a42A7f9598f32B2452836d48F143bF67,8453,2025-06-15 06:39:04.528286+00:00,,True
1209332,9,2,BUY,USDC,1000000000,uSHIB,82599385511624860000000000,82599385.51162486,0.20,0.00001211,0xaf603d15a42A7f9598f32B2452836d48F143bF67,8453,2025-06-15 06:39:24.417952+00:00,,True
1209372,9,1,BUY,USDC,1000000000,uSHIB,82539896396074276930715648,82539896.39607428,0.50,0.00001212,0xaf603d15a42A7f9598f32B2452836d48F143bF67,8453,2025-06-15 06:39:43.527590+00:00,,True
1209386,9,2,BUY,USDC,1000000000,uSHIB,82599385511624860000000000,82599385.51162486,0.20,0.00001211,0xaf603d15a42A7f9598f32B2452836d48F143bF67,8453,2025-06-15 06:39:46.590660+00:00,,True
1209424,9,2,BUY,USDC,1000000000,uSHIB,82667875881037490000000000,82667875.88103749,0.20,0.00001210,0xaf603d15a42A7f9598f32B2452836d48F143bF67,8453,2025-06-15 06:40:04.334112+00:00,,True
1209425,9,1,BUY,USDC,1000000000,uSHIB,82539863794430709409513472,82539863.79443070,0.50,0.00001212,0xaf603d15a42A7f9598f32B2452836d48F143bF67,8453,2025-06-15 06:40:04.518701+00:00,,True
1209466,9,2,BUY,USDC,1000000000,uSHIB,82667875881037490000000000,82667875.88103749,0.20,0.00001210,0xaf603d15a42A7f9598f32B2452836d48F143bF67,8453,2025-06-15 06:40:24.550372+00:00,,True
1209468,9,1,BUY,USDC,1000000000,uSHIB,82539204685067132088614912,82539204.68506713,0.50,0.00001212,0xaf603d15a42A7f9598f32B2452836d48F143bF67,8453,2025-06-15 06:40:24.917260+00:00,,True
1209508,9,2,BUY,USDC,1000000000,uSHIB,82599385511624860000000000,82599385.51162486,0.20,0.00001211,0xaf603d15a42A7f9598f32B2452836d48F143bF67,8453,2025-06-15 06:40:44.427326+00:00,,True
1209509,9,1,BUY,USDC,1000000000,uSHIB,82534239909160836610916352,82534239.90916084,0.50,0.00001212,0xaf603d15a42A7f9598f32B2452836d48F143bF67,8453,2025-06-15 06:40:44.593880+00:00,,True
1209550,9,2,BUY,USDC,1000000000,uSHIB,82599385511624860000000000,82599385.51162486,0.20,0.00001211,0xaf603d15a42A7f9598f32B2452836d48F143bF67,8453,2025-06-15 06:41:04.407437+00:00,,True
1209552,9,1,BUY,USDC,1000000000,uSHIB,82521161890943944596914176,82521161.89094394,0.50,0.00001212,0xaf603d15a42A7f9598f32B2452836d48F143bF67,8453,2025-06-15 06:41:04.625317+00:00,,True
1209589,9,1,BUY,USDC,1000000000,uSHIB,82521161837472082798051328,82521161.83747208,0.50,0.00001212,0xaf603d15a42A7f9598f32B2452836d48F143bF67,8453,2025-06-15 06:41:24.159602+00:00,,True
1209592,9,2,BUY,USDC,1000000000,uSHIB,82667875881037490000000000,82667875.88103749,0.20,0.00001210,0xaf603d15a42A7f9598f32B2452836d48F143bF67,8453,2025-06-15 06:41:24.761580+00:00,,True
1209628,9,1,BUY,USDC,1000000000,uSHIB,82537588876022961422729216,82537588.87602296,0.50,0.00001212,0xaf603d15a42A7f9598f32B2452836d48F143bF67,8453,2025-06-15 06:41:44.439337+00:00,,True
1209634,9,2,BUY,USDC,1000000000,uSHIB,82599385511624860000000000,82599385.51162486,0.20,0.00001211,0xaf603d15a42A7f9598f32B2452836d48F143bF67,8453,2025-06-15 06:41:45.490308+00:00,,True
1209672,9,1,BUY,USDC,1000000000,uSHIB,82536939718214951007944704,82536939.71821494,0.50,0.00001212,0xaf603d15a42A7f9598f32B2452836d48F143bF67,8453,2025-06-15 06:42:04.609599+00:00,,True
1209674,9,2,BUY,USDC,1000000000,uSHIB,82599385511624860000000000,82599385.51162486,0.20,0.00001211,0xaf603d15a42A7f9598f32B2452836d48F143bF67,8453,2025-06-15 06:42:04.903861+00:00,,True
1209709,9,1,BUY,USDC,1000000000,uSHIB,82552411369827610759528448,82552411.36982761,0.50,0.00001211,0xaf603d15a42A7f9598f32B2452836d48F143bF67,8453,2025-06-15 06:42:23.903298+00:00,,True
1209720,9,2,BUY,USDC,1000000000,uSHIB,82667875881037490000000000,82667875.88103749,0.20,0.00001210,0xaf603d15a42A7f9598f32B2452836d48F143bF67,8453,2025-06-15 06:42:25.678559+00:00,,True
1209753,9,1,BUY,USDC,1000000000,uSHIB,82542939232340508355330048,82542939.23234051,0.50,0.00001211,0xaf603d15a42A7f9598f32B2452836d48F143bF67,8453,2025-06-15 06:42:44.229870+00:00,,True
1209764,9,2,BUY,USDC,1000000000,uSHIB,82599385511624860000000000,82599385.51162486,0.20,0.00001211,0xaf603d15a42A7f9598f32B2452836d48F143bF67,8453,2025-06-15 06:42:46.360196+00:00,,True
1209794,9,1,BUY,USDC,1000000000,uSHIB,82536286592601906418286592,82536286.59260191,0.50,0.00001212,0xaf603d15a42A7f9598f32B2452836d48F143bF67,8453,2025-06-15 06:43:04.759443+00:00,,True
1209810,9,2,BUY,USDC,1000000000,uSHIB,82599385511624860000000000,82599385.51162486,0.20,0.00001211,0xaf603d15a42A7f9598f32B2452836d48F143bF67,8453,2025-06-15 06:43:08.342452+00:00,,True
