id,token_id,exchange_id,quote_type,input_token_symbol,input_amount,output_token_symbol,output_amount,output_amount_formatted,slippage_limit_percent,price_per_token,user_address,chain_id,quoted_at,expires_at,is_valid
1208901,10,2,BUY,USDC,1000000000,uLINK,75524379890940990000,75.52437989,0.20,13.24075751,0xaf603d15a42A7f9598f32B2452836d48F143bF67,8453,2025-06-15 06:36:03.916716+00:00,,True
1208905,10,1,BUY,USDC,1000000000,uLINK,75770040086119956480,75.77004009,0.50,13.19782857,0xaf603d15a42A7f9598f32B2452836d48F143bF67,8453,2025-06-15 06:36:04.574958+00:00,,True
1208949,10,2,BUY,USDC,1000000000,uLINK,75579909265810940000,75.57990927,0.20,13.23102938,0xaf603d15a42A7f9598f32B2452836d48F143bF67,8453,2025-06-15 06:36:24.654568+00:00,,True
1208981,10,1,BUY,USDC,1000000000,uLINK,75768432683118886912,75.76843268,0.50,13.19810856,0xaf603d15a42A7f9598f32B2452836d48F143bF67,8453,2025-06-15 06:36:42.155503+00:00,,True
1208996,10,2,BUY,USDC,1000000000,uLINK,75522656096152730000,75.52265610,0.20,13.24105973,0xaf603d15a42A7f9598f32B2452836d48F143bF67,8453,2025-06-15 06:36:45.868823+00:00,,True
1209024,10,1,BUY,USDC,1000000000,uLINK,75759518508202606592,75.75951851,0.50,13.19966150,0xaf603d15a42A7f9598f32B2452836d48F143bF67,8453,2025-06-15 06:37:03.356577+00:00,,True
1209038,10,2,BUY,USDC,1000000000,uLINK,75522656096152730000,75.52265610,0.20,13.24105973,0xaf603d15a42A7f9598f32B2452836d48F143bF67,8453,2025-06-15 06:37:06.750653+00:00,,True
1209076,10,1,BUY,USDC,1000000000,uLINK,75731009187961454592,75.73100919,0.50,13.20463058,0xaf603d15a42A7f9598f32B2452836d48F143bF67,8453,2025-06-15 06:37:24.034239+00:00,,True
1209081,10,2,BUY,USDC,1000000000,uLINK,75522656096152730000,75.52265610,0.20,13.24105973,0xaf603d15a42A7f9598f32B2452836d48F143bF67,8453,2025-06-15 06:37:24.864960+00:00,,True
1209115,10,1,BUY,USDC,1000000000,uLINK,75735104180144275456,75.73510418,0.50,13.20391661,0xaf603d15a42A7f9598f32B2452836d48F143bF67,8453,2025-06-15 06:37:43.642723+00:00,,True
